Year,Month,Monthly_v2,Annual,Five,Ten,Twenty,,,,
2004,1,-5.941,0.747,1.138,1.152,1.196,,,,
2004,2,-2.462,0.602,1.132,1.132,1.207,,,,
2004,3,-4.62,0.499,1.129,1.088,1.189,,,,
2004,4,-4.832,0.341,1.149,1.075,1.186,,,,
2004,5,-6.674,0.368,1.104,1.056,1.187,,,,
2004,6,-5.13,-0.032,1.124,1.051,1.188,,,,
2004,7,-4.559,0.083,1.154,1.052,1.189,,,,
2004,8,-5.49,0.064,1.144,1.05,1.192,,,,
2004,9,-4.588,0.25,1.175,1.059,1.189,,,,
2004,10,-4.824,0.494,1.229,1.057,1.188,,,,
2004,11,-3.853,0.729,1.255,1.067,1.179,,,,
2004,12,-6.087,0.827,1.256,1.053,1.18,,,,
2005,1,-4.563,0.813,1.275,1.08,1.174,,,,
2005,2,-2.694,0.898,1.271,1.103,1.167,,,,
2005,3,-2.386,0.95,1.251,1.117,1.17,,,,
2005,4,-1.904,1.087,1.283,1.159,1.169,,,,
2005,5,-3.851,1.177,1.262,1.169,1.172,,,,
2005,6,-3.957,1.589,1.178,1.179,1.169,,,,
2005,7,-4.722,2.009,1.164,1.183,1.173,,,,
2005,8,-4.473,2.082,1.177,1.194,1.176,,,,
2005,9,-3.968,2.171,1.173,1.201,1.18,,,,
2005,10,-3.175,2.181,1.181,1.217,1.182,,,,
2005,11,-2.781,2.295,1.182,1.23,1.198,,,,
2005,12,-1.134,2.392,1.192,1.268,1.218,,,,
2006,1,0.474,2.472,1.189,1.252,1.251,,,,
2006,2,-1.824,2.507,1.186,1.256,1.254,,,,
2006,3,-1.307,2.583,1.169,1.233,1.268,,,,
2006,4,-1.787,2.555,1.158,1.216,1.268,,,,
2006,5,-2.479,2.327,1.183,1.208,1.282,,,,
2006,6,-2.8,2.449,1.089,1.21,1.284,,,,
2006,7,-3.759,2.373,1.134,1.213,1.286,,,,
2006,8,-4.052,2.134,1.117,1.214,1.292,,,,
2006,9,-3.057,1.823,1.095,1.217,1.295,,,,
2006,10,-3.513,1.683,1.109,1.232,1.301,,,,
2006,11,-5.512,1.478,1.116,1.226,1.326,,,,
2006,12,0.324,1.365,1.124,1.224,1.326,,,,
2007,1,-0.436,1.411,1.122,1.229,1.348,,,,
2007,2,-4.688,1.34,1.139,1.259,1.355,,,,
2007,3,-5.05,1.194,1.175,1.296,1.361,,,,
2007,4,-3.462,1.195,1.161,1.322,1.365,,,,
2007,5,-4.933,1.244,1.2,1.349,1.375,,,,
2007,6,-4.159,0.817,1.251,1.36,1.375,,,,
2007,7,-3.204,0.655,1.324,1.371,1.375,,,,
2007,8,-4.915,0.578,1.385,1.384,1.38,,,,
2007,9,-4.807,0.517,1.443,1.394,1.383,,,,
2007,10,-3.503,0.454,1.482,1.402,1.392,,,,
2007,11,-4.914,0.557,1.481,1.39,1.383,,,,
2007,12,-4.808,0.575,1.479,1.354,1.373,,,,
2008,1,-2.38,0.5,1.499,1.343,1.385,,,,
2008,2,-5.613,0.581,1.516,1.375,1.363,,,,
2008,3,-5.778,0.617,1.516,1.397,1.364,,,,
2008,4,-4.213,0.614,1.525,1.386,1.342,,,,
2008,5,-3.704,0.8,1.541,1.382,1.332,,,,
2008,6,-3.942,0.622,1.54,1.392,1.326,,,,
2008,7,-4.103,0.552,1.503,1.387,1.325,,,,
2008,8,-3.937,0.729,1.465,1.388,1.319,,,,
2008,9,-4.382,0.713,1.407,1.39,1.305,,,,
2008,10,-3.54,0.734,1.338,1.39,1.294,,,,
2008,11,-2.678,0.521,1.309,1.381,1.278,,,,
2008,12,-6.949,0.463,1.285,1.327,1.282,,,,
2009,1,-3.218,0.411,1.287,1.361,1.283,,,,
2009,2,-3.493,0.37,1.296,1.332,1.262,,,,
2009,3,-5.97,0.532,1.304,1.316,1.258,,,,
2009,4,-3.953,0.356,1.315,1.31,1.251,,,,
2009,5,-6.261,0.45,1.347,1.335,1.251,,,,
2009,6,-4.638,0.778,1.325,1.347,1.25,,,,
2009,7,-4.725,1.03,1.303,1.354,1.253,,,,
2009,8,-4.436,1.404,1.375,1.369,1.252,,,,
2009,9,-2.435,1.993,1.417,1.37,1.253,,,,
2009,10,-5.652,2.356,1.416,1.383,1.261,,,,
2009,11,-1.547,2.553,1.443,1.364,1.257,,,,
2009,12,-3.018,2.598,1.464,1.396,1.251,,,,
2010,1,-0.193,2.7,1.468,1.411,1.257,,,,
2010,2,0.997,2.784,1.496,1.377,1.25,,,,
2010,3,1.091,2.654,1.537,1.369,1.234,,,,
2010,4,0.414,2.907,1.521,1.352,1.232,,,,
2010,5,-3.901,2.884,1.517,1.356,1.232,,,,
2010,6,-4.094,3.032,1.53,1.359,1.238,,,,
2010,7,-3.501,2.906,1.522,1.364,NaN,,,,
2010,8,-3.436,2.478,1.572,1.369,NaN,,,,
2010,9,-3.996,1.991,1.621,1.375,NaN,,,,
2010,10,-2.608,1.464,1.592,1.367,NaN,,,,
2010,11,-1.826,1.434,1.581,1.369,NaN,,,,
2010,12,-1.237,1.425,1.591,1.37,NaN,,,,
2011,1,-1.705,1.414,1.585,1.375,NaN,,,,
2011,2,-4.143,1.406,1.59,1.371,NaN,,,,
2011,3,-4.748,1.525,1.612,1.366,NaN,,,,
2011,4,-5.918,1.503,1.622,1.341,NaN,,,,
2011,5,-4.258,1.355,1.578,1.34,NaN,,,,
2011,6,-4.204,1.378,1.565,1.335,NaN,,,,
2011,7,-3.637,1.372,1.587,1.335,NaN,,,,
2011,8,-3.521,1.685,1.547,1.342,NaN,,,,
2011,9,-2.574,1.869,1.536,1.34,NaN,,,,
2011,10,-2.877,2.07,1.51,1.331,NaN,,,,
2011,11,-3.591,2.149,1.553,1.376,NaN,,,,
2011,12,-0.97,2.261,1.57,1.34,NaN,,,,
2012,1,-1.779,2.314,1.586,1.35,NaN,,,,
2012,2,-0.382,2.338,1.598,1.373,NaN,,,,
2012,3,-2.538,2.36,1.565,1.379,NaN,,,,
2012,4,-3.505,2.227,1.605,1.373,NaN,,,,
2012,5,-3.308,2.096,1.528,1.388,NaN,,,,
2012,6,-2.867,1.841,1.542,1.39,NaN,,,,
2012,7,-2.998,1.749,1.499,1.382,NaN,,,,
2012,8,-3.231,1.564,1.369,1.394,NaN,,,,
2012,9,-2.316,1.54,1.294,1.41,NaN,,,,
2012,10,-4.468,1.335,1.222,1.409,NaN,,,,
2012,11,-5.169,1.249,1.23,1.404,NaN,,,,
2012,12,-4.03,1.21,1.24,1.42,NaN,,,,
2013,1,-2.877,1.084,1.229,1.424,NaN,,,,
2013,2,-2.609,1.05,1.222,1.426,NaN,,,,
2013,3,-2.825,0.989,1.234,1.453,NaN,,,,
2013,4,-5.962,1.117,1.209,1.436,NaN,,,,
2013,5,-4.335,1.105,1.197,1.43,NaN,,,,
2013,6,-3.34,0.798,1.2,1.427,NaN,,,,
2013,7,-4.514,0.879,1.246,1.43,NaN,,,,
2013,8,-3.634,0.604,1.277,1.425,NaN,,,,
2013,9,-3.05,0.289,1.324,1.411,NaN,,,,
2013,10,-2.929,0.325,1.343,1.391,NaN,,,,
2013,11,-5.321,0.379,1.371,1.367,NaN,,,,
2013,12,-7.71,0.358,1.385,1.414,NaN,,,,
2014,1,-1.903,0.42,1.383,1.415,NaN,,,,
2014,2,-5.91,0.41,1.387,1.391,NaN,,,,
2014,3,-6.609,0.296,1.377,1.429,NaN,,,,
2014,4,-5.528,0.269,1.347,1.427,NaN,,,,
2014,5,-3.682,0.198,1.404,1.446,NaN,,,,
2014,6,-3.599,0.661,1.354,1.45,NaN,,,,
2014,7,-3.767,0.589,1.398,1.454,NaN,,,,
2014,8,-3.747,0.514,1.371,1.455,NaN,,,,
2014,9,-4.424,0.783,1.342,1.448,NaN,,,,
2014,10,-3.254,0.918,1.329,1.466,NaN,,,,
2014,11,-6.171,0.939,1.332,1.447,NaN,,,,
2014,12,-2.152,0.947,1.315,1.449,NaN,,,,
2015,1,-2.769,0.912,1.296,1.435,NaN,,,,
2015,2,-6.814,0.902,1.292,1.397,NaN,,,,
2015,3,-3.379,0.998,1.283,1.351,NaN,,,,
2015,4,-3.905,0.928,1.296,1.304,NaN,,,,
2015,5,-3.434,1.23,1.291,1.296,NaN,,,,
2015,6,-3.498,1.325,1.31,1.297,NaN,,,,
2015,7,-4.187,1.641,1.326,NaN,NaN,,,,
2015,8,-3.864,2.017,1.281,NaN,NaN,,,,
2015,9,-3.275,2.14,1.285,NaN,NaN,,,,
2015,10,-4.1,2.068,1.28,NaN,NaN,,,,
2015,11,-2.548,2.139,1.279,NaN,NaN,,,,
2015,12,-1.01,2.147,1.262,NaN,NaN,,,,
2016,1,1.03,2.187,1.275,NaN,NaN,,,,
2016,2,-2.3,2.234,1.26,NaN,NaN,,,,
2016,3,-1.907,2.24,1.21,NaN,NaN,,,,
2016,4,-4.775,2.195,1.16,NaN,NaN,,,,
2016,5,-2.576,2.394,1.156,NaN,NaN,,,,
2016,6,-3.397,2.144,1.263,NaN,NaN,,,,
2016,7,-3.715,2.129,1.242,NaN,NaN,,,,
2016,8,-3.295,2.158,1.235,NaN,NaN,,,,
2016,9,-3.209,1.957,1.322,NaN,NaN,,,,
2016,10,-4.638,2.001,1.343,NaN,NaN,,,,
2016,11,-0.164,1.955,1.339,NaN,NaN,,,,
2016,12,-4.005,1.91,1.329,NaN,NaN,,,,
2017,1,0.849,1.876,1.322,NaN,NaN,,,,
2017,2,-1.948,1.862,1.312,NaN,NaN,,,,
2017,3,-4.323,1.894,1.331,NaN,NaN,,,,
2017,4,-4.247,1.974,1.327,NaN,NaN,,,,
2017,5,-3.124,1.53,1.367,NaN,NaN,,,,
2017,6,-3.936,1.623,1.357,NaN,NaN,,,,
2017,7,-4.126,1.391,1.37,NaN,NaN,,,,
2017,8,-3.465,1.11,1.425,NaN,NaN,,,,
2017,9,-2.827,1.256,1.408,NaN,NaN,,,,
2017,10,-3.681,1.088,1.386,NaN,NaN,,,,
2017,11,-5.483,0.984,1.361,NaN,NaN,,,,
2017,12,-2.891,0.947,1.354,NaN,NaN,,,,
2018,1,-1.94,0.98,NaN,NaN,NaN,,,,
2018,2,-5.321,0.891,NaN,NaN,NaN,,,,
2018,3,-2.567,0.621,NaN,NaN,NaN,,,,
2018,4,-6.267,0.434,NaN,NaN,NaN,,,,
2018,5,-4.371,0.43,NaN,NaN,NaN,,,,
2018,6,-4.373,0.56,NaN,NaN,NaN,,,,
2018,7,-3.728,0.459,NaN,NaN,NaN,,,,
2018,8,-4.537,0.376,NaN,NaN,NaN,,,,
2018,9,-6.065,0.472,NaN,NaN,NaN,,,,
2018,10,-5.925,0.641,NaN,NaN,NaN,,,,
2018,11,-5.531,0.677,NaN,NaN,NaN,,,,
2018,12,-1.329,0.694,NaN,NaN,NaN,,,,
2019,1,-3.159,0.656,NaN,NaN,NaN,,,,
2019,2,-6.321,0.669,NaN,NaN,NaN,,,,
2019,3,-1.409,0.9,NaN,NaN,NaN,,,,
2019,4,-4.238,1.106,NaN,NaN,NaN,,,,
2019,5,-3.944,1.253,NaN,NaN,NaN,,,,
2019,6,-4.171,1.132,NaN,NaN,NaN,,,,
2019,7,-4.177,1.231,NaN,NaN,NaN,,,,
2019,8,-4.384,1.462,NaN,NaN,NaN,,,,
2019,9,-3.289,1.215,NaN,NaN,NaN,,,,
2019,10,-3.453,1.135,NaN,NaN,NaN,,,,
2019,11,-3.772,1.051,NaN,NaN,NaN,,,,
2019,12,-2.783,1.071,NaN,NaN,NaN,,,,
2020,1,-1.965,NaN,NaN,NaN,NaN,,,,
2020,2,-3.548,NaN,NaN,NaN,NaN,,,,
2020,3,-4.382,NaN,NaN,NaN,NaN,,,,
2020,4,-5.196,NaN,NaN,NaN,NaN,,,,
2020,5,-4.945,NaN,NaN,NaN,NaN,,,,
2020,6,-3.936,NaN,NaN,NaN,NaN,,,,
