Year,Month,Monthly_Anomaly, Monthly Unc.,Annual_Anomaly,Annual Unc.,Five_year_Anomaly,Five-year Unc.,Ten_year_Anomaly,Ten-year Unc.,Twenty_year_Anomaly,Twentry-year Unc.
1859,12,-0.843,2.218,-0.467,0.963,-0.744,0.471,-0.709,0.367,-0.624,0.384
1860,1,0.737,2.251,-0.451,0.983,-0.748,0.467,-0.716,0.359,-0.623,0.387
1860,2,0.05,2.563,-0.422,1.025,-0.744,0.465,-0.71,0.364,-0.63,0.386
1860,3,0.615,2.454,-0.386,1.047,-0.745,0.465,-0.713,0.37,-0.634,0.384
1860,4,-1.263,1.857,-0.318,1.067,-0.756,0.461,-0.716,0.373,-0.626,0.383
1860,5,0.147,1.975,-0.136,1.096,-0.77,0.461,-0.713,0.374,-0.618,0.38
1860,6,0.376,1.855,-0.121,1.143,-0.803,0.47,-0.709,0.376,-0.614,0.377
1860,7,-0.336,1.867,-0.287,1.112,-0.779,0.459,-0.71,0.373,-0.612,0.374
1860,8,-0.212,1.873,-0.322,1.07,-0.773,0.443,-0.702,0.371,-0.612,0.373
1860,9,-0.351,1.876,-0.53,0.979,-0.821,0.437,-0.693,0.369,-0.608,0.372
1860,10,-1.065,1.96,-0.557,0.955,-0.823,0.437,-0.685,0.373,-0.606,0.373
1860,11,0.511,2.167,-0.683,0.944,-0.8,0.443,-0.669,0.373,-0.601,0.377
1860,12,-0.665,2.616,-0.706,0.902,-0.805,0.452,-0.663,0.373,-0.589,0.378
1861,1,-1.251,2.143,-0.695,0.888,-0.799,0.457,-0.685,0.369,-0.598,0.374
1861,2,-0.367,2.207,-0.703,0.896,-0.806,0.453,-0.703,0.371,-0.597,0.372
1861,3,-1.879,1.853,-0.707,0.885,-0.809,0.455,-0.71,0.365,-0.601,0.372
1861,4,-1.597,1.944,-0.748,0.859,-0.823,0.456,-0.715,0.366,-0.601,0.368
1861,5,-1.359,1.947,-0.85,0.805,-0.829,0.455,-0.722,0.363,-0.593,0.362
1861,6,0.094,1.908,-0.847,0.747,-0.835,0.449,-0.739,0.36,-0.587,0.358
1861,7,-0.199,1.918,-0.974,0.754,-0.841,0.44,-0.731,0.358,-0.586,0.356
1861,8,-0.309,1.86,-1.23,0.757,-0.802,0.448,-0.732,0.357,-0.583,0.353
1861,9,-0.404,1.847,-1.172,0.758,-0.802,0.451,-0.734,0.357,-0.585,0.351
1861,10,-1.555,1.847,-1.287,0.746,-0.801,0.443,-0.73,0.357,-0.585,0.349
1861,11,-0.712,1.882,-1.204,0.748,-0.791,0.443,-0.73,0.356,-0.594,0.347
1861,12,-0.626,2.206,-1.254,0.772,-0.77,0.448,-0.727,0.357,-0.599,0.346
1862,1,-2.78,2.422,-1.286,0.779,-0.761,0.447,-0.716,0.36,-0.6,0.343
1862,2,-3.436,2.099,-1.315,0.781,-0.755,0.447,-0.723,0.358,-0.6,0.344
1862,3,-1.181,1.874,-1.341,0.804,-0.749,0.448,-0.733,0.354,-0.595,0.342
1862,4,-2.981,1.837,-1.398,0.827,-0.738,0.443,-0.729,0.354,-0.599,0.345
1862,5,-0.361,1.958,-1.448,0.826,-0.72,0.447,-0.729,0.354,-0.6,0.344
1862,6,-0.505,1.888,-1.474,0.842,-0.73,0.446,-0.722,0.353,-0.597,0.34
1862,7,-0.585,1.895,-1.174,0.806,-0.738,0.431,-0.719,0.352,-0.595,0.338
1862,8,-0.657,1.891,-1.078,0.767,-0.744,0.424,-0.71,0.353,-0.591,0.337
1862,9,-0.715,1.861,-1.129,0.768,-0.769,0.424,-0.704,0.349,-0.588,0.335
1862,10,-2.24,1.949,-0.951,0.771,-0.772,0.423,-0.699,0.352,-0.587,0.334
1862,11,-1.305,1.977,-0.893,0.774,-0.777,0.42,-0.69,0.354,-0.587,0.333
1862,12,-0.942,2.14,-0.835,0.777,-0.786,0.415,-0.713,0.354,-0.594,0.332
1863,1,0.818,1.996,-0.839,0.769,-0.794,0.411,-0.722,0.346,-0.599,0.329
1863,2,-2.281,2.481,-0.883,0.772,-0.793,0.41,-0.727,0.349,-0.6,0.327
1863,3,-1.789,1.899,-0.895,0.792,-0.782,0.407,-0.737,0.349,-0.6,0.328
1863,4,-0.844,1.998,-0.888,0.81,-0.779,0.407,-0.738,0.355,-0.603,0.327
1863,5,0.324,1.863,-0.833,0.808,-0.777,0.402,-0.73,0.358,-0.602,0.324
1863,6,0.193,1.969,-0.891,0.826,-0.795,0.394,-0.73,0.36,-0.6,0.323
1863,7,-0.625,1.887,-1.022,0.867,-0.795,0.394,-0.715,0.36,-0.6,0.322
1863,8,-1.193,2.019,-0.792,0.823,-0.827,0.392,-0.71,0.358,-0.6,0.32
1863,9,-0.86,2.084,-0.643,0.823,-0.82,0.392,-0.716,0.358,-0.6,0.321
1863,10,-2.158,1.896,-0.672,0.822,-0.807,0.39,-0.72,0.36,-0.599,0.321
1863,11,-0.646,1.993,-0.629,0.834,-0.798,0.384,-0.725,0.364,-0.599,0.322
1863,12,-1.628,2.014,-0.586,0.833,-0.811,0.386,-0.718,0.372,-0.602,0.322
1864,1,-0.759,2.358,-0.534,0.847,-0.797,0.383,-0.708,0.382,-0.602,0.32
1864,2,0.482,2.327,-0.454,0.845,-0.816,0.381,-0.693,0.382,-0.595,0.32
1864,3,0,2.008,-0.415,0.827,-0.823,0.378,-0.704,0.392,-0.596,0.317
1864,4,-1.199,1.926,-0.338,0.824,-0.815,0.381,-0.702,0.388,-0.598,0.316
1864,5,0.839,1.883,-0.335,0.815,-0.8,0.384,-0.699,0.386,-0.591,0.316
1864,6,0.715,1.95,-0.316,0.821,-0.795,0.394,-0.697,0.391,-0.588,0.315
1864,7,-0.002,1.882,-0.234,0.811,-0.746,0.394,-0.695,0.39,-0.587,0.315
1864,8,-0.231,2.009,-0.3,0.81,-0.721,0.389,-0.698,0.391,-0.586,0.314
1864,9,-0.398,1.921,-0.374,0.808,-0.729,0.388,-0.686,0.388,-0.582,0.312
1864,10,-1.226,1.929,-0.394,0.814,-0.698,0.392,-0.679,0.387,-0.58,0.314
1864,11,-0.612,2.025,-0.474,0.807,-0.714,0.394,-0.672,0.392,-0.593,0.311
1864,12,-1.4,2.003,-0.546,0.8,-0.699,0.392,-0.658,0.392,-0.591,0.307
1865,1,0.223,1.952,-0.616,0.797,-0.69,0.389,-0.666,0.389,-0.608,0.304
1865,2,-0.305,2.038,-0.612,0.797,-0.676,0.387,-0.673,0.384,-0.617,0.306
1865,3,-0.893,2.194,-0.551,0.78,-0.663,0.383,-0.696,0.379,-0.625,0.306
1865,4,-1.434,1.911,-0.523,0.796,-0.641,0.392,-0.685,0.38,-0.628,0.306
1865,5,-0.125,1.856,-0.416,0.783,-0.611,0.393,-0.684,0.378,-0.63,0.306
1865,6,-0.151,1.907,-0.446,0.774,-0.623,0.393,-0.675,0.375,-0.631,0.305
1865,7,-0.834,1.869,-0.573,0.786,-0.666,0.396,-0.668,0.372,-0.629,0.304
1865,8,-0.186,2.007,-0.733,0.809,-0.681,0.41,-0.667,0.375,-0.624,0.303
1865,9,0.333,1.88,-0.781,0.802,-0.653,0.413,-0.658,0.375,-0.621,0.302
1865,10,-0.896,1.993,-0.734,0.826,-0.654,0.422,-0.654,0.373,-0.617,0.302
1865,11,0.672,1.922,-0.788,0.827,-0.661,0.421,-0.646,0.37,-0.628,0.299
1865,12,-1.756,2.187,-0.832,0.813,-0.655,0.416,-0.63,0.368,-0.622,0.301
1866,1,-1.296,2.1,-0.712,0.822,-0.631,0.416,-0.63,0.368,-0.632,0.301
1866,2,-2.23,2.222,-0.815,0.813,-0.613,0.412,-0.632,0.369,-0.64,0.302
1866,3,-1.466,1.953,-0.911,0.805,-0.622,0.408,-0.618,0.373,-0.647,0.301
1866,4,-0.867,2.04,-0.929,0.793,-0.617,0.412,-0.606,0.369,-0.648,0.297
1866,5,-0.774,1.853,-0.967,0.781,-0.621,0.415,-0.59,0.365,-0.65,0.296
1866,6,-0.685,1.849,-0.846,0.78,-0.601,0.432,-0.586,0.364,-0.657,0.294
1866,7,0.613,1.813,-0.725,0.791,-0.575,0.458,-0.585,0.361,-0.658,0.291
1866,8,-1.427,1.893,-0.701,0.767,-0.583,0.455,-0.584,0.357,-0.654,0.29
1866,9,-0.823,1.777,-0.72,0.764,-0.606,0.469,-0.583,0.356,-0.65,0.29
1866,10,-1.112,1.911,-0.742,0.758,-0.602,0.469,-0.572,0.357,-0.647,0.289
1866,11,0.215,1.878,-0.783,0.772,-0.608,0.468,-0.585,0.357,-0.654,0.29
1866,12,-0.301,1.862,-0.697,0.765,-0.624,0.466,-0.599,0.366,-0.655,0.287
1867,1,0.162,1.987,-0.752,0.758,-0.629,0.464,-0.566,0.366,-0.649,0.287
1867,2,-1.946,1.947,-0.619,0.783,-0.64,0.466,-0.535,0.363,-0.631,0.287
1867,3,-1.693,1.928,-0.542,0.775,-0.623,0.463,-0.534,0.365,-0.632,0.284
1867,4,-1.134,1.853,-0.526,0.782,-0.619,0.463,-0.516,0.368,-0.623,0.282
1867,5,-1.266,1.786,-0.502,0.77,-0.624,0.465,-0.515,0.368,-0.612,0.282
1867,6,0.349,1.747,-0.619,0.782,-0.587,0.467,-0.508,0.366,-0.613,0.281
1867,7,-0.046,1.787,-0.774,0.782,-0.594,0.474,-0.5,0.363,-0.609,0.28
1867,8,0.172,2.065,-0.878,0.815,-0.603,0.469,-0.49,0.36,-0.603,0.279
1867,9,0.099,1.715,-0.749,0.816,-0.622,0.461,-0.48,0.358,-0.597,0.278
1867,10,-0.926,1.975,-0.726,0.826,-0.597,0.461,-0.464,0.361,-0.592,0.278
1867,11,0.505,2.178,-0.632,0.804,-0.591,0.461,-0.465,0.359,-0.586,0.279
1867,12,-1.702,2.375,-0.612,0.802,-0.564,0.458,-0.477,0.358,-0.577,0.278
1868,1,-1.704,1.985,-0.543,0.793,-0.543,0.458,-0.493,0.356,-0.564,0.274
1868,2,-3.189,2.033,-0.565,0.794,-0.541,0.465,-0.477,0.362,-0.537,0.274
1868,3,-0.151,1.955,-0.692,0.82,-0.534,0.465,-0.468,0.363,-0.524,0.274
1868,4,-0.859,1.926,-0.768,0.824,-0.529,0.461,-0.47,0.366,-0.512,0.275
1868,5,-0.133,1.761,-0.885,0.803,-0.516,0.461,-0.474,0.364,-0.509,0.276
1868,6,0.592,1.799,-0.779,0.843,-0.466,0.466,-0.475,0.36,-0.506,0.277
1868,7,0.778,1.69,-0.568,0.911,-0.464,0.466,-0.473,0.356,-0.5,0.277
1868,8,-0.093,1.689,-0.305,0.937,-0.437,0.467,-0.467,0.351,-0.492,0.276
1868,9,-1.429,1.83,-0.408,0.999,-0.416,0.476,-0.465,0.349,-0.491,0.276
1868,10,-1.827,1.873,-0.417,0.961,-0.405,0.471,-0.456,0.349,-0.49,0.277
1868,11,-0.904,1.924,-0.363,0.987,-0.381,0.472,-0.467,0.35,-0.477,0.277
1868,12,-0.425,2.33,-0.432,0.983,-0.361,0.468,-0.46,0.354,-0.464,0.278
1869,1,0.821,2.769,-0.524,0.971,-0.373,0.465,-0.467,0.347,-0.46,0.276
1869,2,-0.026,2.729,-0.59,0.976,-0.352,0.461,-0.477,0.341,-0.466,0.275
1869,3,-1.391,2.464,-0.417,0.95,-0.343,0.464,-0.489,0.337,-0.47,0.276
1869,4,-0.964,1.803,-0.349,0.923,-0.328,0.466,-0.492,0.341,-0.465,0.274
1869,5,0.514,1.795,-0.349,0.938,-0.37,0.461,-0.491,0.343,-0.466,0.273
1869,6,-0.234,2.008,-0.244,0.884,-0.404,0.463,-0.497,0.34,-0.463,0.272
1869,7,-0.333,1.697,-0.33,0.814,-0.387,0.464,-0.497,0.339,-0.462,0.271
1869,8,-0.887,1.736,-0.397,0.801,-0.35,0.469,-0.496,0.337,-0.463,0.271
1869,9,0.651,1.724,-0.453,0.76,-0.339,0.474,-0.486,0.333,-0.46,0.27
1869,10,-1.012,1.813,-0.368,0.788,-0.334,0.474,-0.474,0.334,-0.452,0.27
1869,11,-0.905,1.894,-0.39,0.803,-0.317,0.47,-0.487,0.329,-0.448,0.27
1869,12,0.837,1.908,-0.247,0.772,-0.316,0.468,-0.474,0.327,-0.463,0.268
1870,1,-0.207,1.998,-0.183,0.767,-0.309,0.466,-0.501,0.327,-0.467,0.266
1870,2,-0.836,1.972,-0.115,0.77,-0.303,0.469,-0.524,0.324,-0.479,0.263
1870,3,-2.067,1.913,-0.107,0.774,-0.298,0.468,-0.537,0.322,-0.496,0.259
1870,4,0.057,1.861,-0.071,0.784,-0.287,0.464,-0.54,0.321,-0.499,0.259
1870,5,0.255,1.779,0.123,0.776,-0.319,0.454,-0.548,0.32,-0.5,0.258
1870,6,1.48,1.887,0.158,0.764,-0.331,0.449,-0.553,0.317,-0.5,0.257
1870,7,0.437,1.891,0.078,0.751,-0.321,0.442,-0.547,0.315,-0.498,0.256
1870,8,-0.073,1.772,0.098,0.776,-0.273,0.442,-0.546,0.314,-0.501,0.256
1870,9,0.747,1.762,0.25,0.799,-0.283,0.445,-0.549,0.314,-0.501,0.257
1870,10,-0.574,1.804,0.226,0.796,-0.286,0.442,-0.55,0.313,-0.497,0.256
1870,11,1.426,1.852,0.261,0.802,-0.287,0.445,-0.588,0.309,-0.506,0.254
1870,12,1.252,1.881,0.181,0.771,-0.296,0.449,-0.581,0.313,-0.514,0.253
1871,1,-1.167,1.993,0.139,0.748,-0.315,0.446,-0.579,0.318,-0.513,0.255
1871,2,-0.596,2.144,0.129,0.73,-0.32,0.443,-0.578,0.32,-0.514,0.253
1871,3,-0.246,2.041,0.043,0.722,-0.307,0.443,-0.585,0.324,-0.501,0.254
1871,4,-0.224,1.765,0.075,0.722,-0.294,0.442,-0.581,0.319,-0.495,0.252
1871,5,0.667,1.742,-0.237,0.717,-0.312,0.438,-0.579,0.317,-0.488,0.25
1871,6,0.524,1.742,-0.535,0.729,-0.319,0.434,-0.576,0.316,-0.488,0.247
1871,7,-0.063,1.82,-0.341,0.754,-0.359,0.405,-0.585,0.313,-0.486,0.245
1871,8,-0.2,1.685,-0.268,0.736,-0.37,0.386,-0.576,0.31,-0.484,0.244
1871,9,-0.285,1.712,-0.336,0.749,-0.371,0.372,-0.565,0.309,-0.482,0.243
1871,10,-0.194,1.753,-0.384,0.766,-0.382,0.375,-0.564,0.309,-0.484,0.242
1871,11,-2.307,1.95,-0.461,0.773,-0.374,0.382,-0.579,0.311,-0.491,0.243
1871,12,-2.327,1.908,-0.472,0.769,-0.37,0.383,-0.582,0.306,-0.486,0.246
1872,1,1.164,2.093,-0.434,0.772,-0.365,0.386,-0.583,0.306,-0.478,0.249
1872,2,0.274,1.915,-0.374,0.773,-0.351,0.385,-0.54,0.309,-0.468,0.249
1872,3,-1.065,1.926,-0.316,0.761,-0.35,0.384,-0.531,0.309,-0.474,0.249
1872,4,-0.791,1.871,-0.322,0.759,-0.329,0.383,-0.517,0.307,-0.468,0.249
1872,5,-0.261,1.722,-0.247,0.76,-0.35,0.374,-0.494,0.306,-0.469,0.249
1872,6,0.389,1.695,-0.255,0.792,-0.361,0.379,-0.504,0.306,-0.466,0.249
1872,7,0.395,1.688,-0.446,0.774,-0.407,0.376,-0.498,0.303,-0.467,0.248
1872,8,0.522,1.652,-0.492,0.774,-0.445,0.37,-0.495,0.305,-0.463,0.247
1872,9,0.407,1.651,-0.466,0.752,-0.452,0.366,-0.49,0.306,-0.456,0.246
1872,10,-0.267,1.782,-0.489,0.77,-0.482,0.365,-0.486,0.303,-0.448,0.245
1872,11,-1.406,1.724,-0.482,0.784,-0.505,0.36,-0.482,0.297,-0.446,0.244
1872,12,-2.423,2.21,-0.509,0.798,-0.541,0.356,-0.441,0.293,-0.446,0.243
1873,1,-1.131,1.764,-0.574,0.795,-0.551,0.354,-0.405,0.293,-0.458,0.242
1873,2,-0.268,1.862,-0.651,0.795,-0.55,0.352,-0.347,0.292,-0.46,0.244
1873,3,-0.761,1.729,-0.737,0.816,-0.564,0.351,-0.31,0.293,-0.455,0.244
1873,4,-1.061,1.746,-0.805,0.795,-0.571,0.35,-0.286,0.289,-0.457,0.247
1873,5,-0.18,1.749,-0.852,0.79,-0.659,0.345,-0.287,0.29,-0.46,0.246
1873,6,0.068,1.685,-0.717,0.749,-0.697,0.354,-0.283,0.292,-0.459,0.245
1873,7,-0.393,1.581,-0.754,0.713,-0.695,0.348,-0.286,0.292,-0.461,0.244
1873,8,-0.401,1.598,-0.792,0.692,-0.719,0.341,-0.275,0.291,-0.458,0.243
1873,9,-0.622,1.75,-0.847,0.702,-0.754,0.343,-0.266,0.29,-0.455,0.242
1873,10,-1.078,1.585,-0.893,0.68,-0.757,0.336,-0.26,0.29,-0.45,0.241
1873,11,-1.97,1.703,-0.798,0.674,-0.777,0.334,-0.23,0.287,-0.459,0.241
1873,12,-0.814,1.99,-0.805,0.672,-0.79,0.337,-0.21,0.282,-0.463,0.243
1874,1,-1.571,2.148,-0.775,0.665,-0.797,0.34,-0.213,0.273,-0.467,0.243
1874,2,-0.719,1.75,-0.746,0.662,-0.799,0.339,-0.24,0.268,-0.484,0.24
1874,3,-1.425,1.709,-0.633,0.646,-0.787,0.334,-0.236,0.265,-0.492,0.24
1874,4,-1.616,1.618,-0.521,0.638,-0.801,0.333,-0.228,0.263,-0.489,0.241
1874,5,0.971,1.816,-0.54,0.662,-0.787,0.333,-0.232,0.261,-0.493,0.241
1874,6,-0.023,1.729,-0.454,0.635,-0.761,0.328,-0.229,0.258,-0.495,0.239
1874,7,-0.028,1.536,-0.572,0.609,-0.779,0.32,-0.23,0.257,-0.5,0.239
1874,8,-0.055,1.56,-0.77,0.603,-0.729,0.311,-0.227,0.257,-0.5,0.238
1874,9,0.734,1.567,-0.862,0.6,-0.722,0.31,-0.233,0.257,-0.502,0.236
1874,10,0.269,1.867,-0.87,0.597,-0.699,0.308,-0.226,0.257,-0.506,0.235
1874,11,-2.207,1.865,-1.046,0.578,-0.671,0.305,-0.223,0.255,-0.509,0.235
1874,12,0.219,1.77,-1.101,0.563,-0.691,0.307,-0.267,0.254,-0.514,0.235
1875,1,-2.988,1.448,-1.113,0.557,-0.687,0.305,-0.268,0.254,-0.524,0.234
1875,2,-3.092,1.536,-1.11,0.546,-0.688,0.305,-0.285,0.253,-0.528,0.233
1875,3,-2.53,1.417,-1.179,0.539,-0.682,0.304,-0.295,0.253,-0.532,0.232
1875,4,-1.709,1.461,-1.281,0.545,-0.684,0.302,-0.313,0.252,-0.526,0.232
1875,5,-1.138,1.335,-1.42,0.557,-0.644,0.3,-0.317,0.251,-0.526,0.233
1875,6,-0.688,1.387,-1.521,0.545,-0.551,0.293,-0.326,0.25,-0.526,0.232
1875,7,-0.175,1.28,-1.361,0.536,-0.489,0.296,-0.327,0.25,-0.521,0.232
1875,8,-0.014,1.339,-1.271,0.551,-0.422,0.299,-0.335,0.249,-0.524,0.233
1875,9,-0.094,1.342,-1.257,0.555,-0.338,0.301,-0.343,0.25,-0.527,0.233
1875,10,-0.959,1.356,-1.148,0.545,-0.285,0.299,-0.339,0.25,-0.525,0.232
1875,11,-3.871,1.79,-1.098,0.547,-0.286,0.297,-0.365,0.251,-0.522,0.233
1875,12,-0.988,1.661,-1.062,0.541,-0.271,0.296,-0.397,0.252,-0.512,0.234
1876,1,-1.078,1.691,-1.087,0.541,-0.257,0.301,-0.396,0.255,-0.525,0.236
1876,2,-2.011,1.642,-1.116,0.537,-0.229,0.304,-0.397,0.253,-0.525,0.234
1876,3,-2.352,1.579,-1.07,0.537,-0.225,0.3,-0.383,0.253,-0.524,0.234
1876,4,-0.409,1.804,-1.075,0.546,-0.225,0.297,-0.384,0.253,-0.519,0.233
1876,5,-0.537,1.495,-0.877,0.558,-0.148,0.301,-0.386,0.254,-0.516,0.233
1876,6,-0.25,1.497,-0.857,0.563,-0.102,0.3,-0.39,0.251,-0.51,0.231
1876,7,-0.481,1.402,-0.761,0.585,-0.067,0.3,-0.388,0.252,-0.51,0.231
1876,8,-0.36,1.372,-0.321,0.622,-0.109,0.301,-0.384,0.252,-0.505,0.23
1876,9,0.452,1.406,-0.177,0.632,-0.101,0.304,-0.381,0.25,-0.507,0.231
1876,10,-1.02,1.45,-0.097,0.619,-0.074,0.306,-0.397,0.249,-0.503,0.231
1876,11,-1.485,1.541,0.068,0.628,-0.09,0.308,-0.396,0.25,-0.507,0.231
1876,12,-0.754,1.567,0.02,0.639,-0.088,0.313,-0.373,0.252,-0.514,0.231
1877,1,0.074,1.603,0.113,0.673,-0.094,0.315,-0.39,0.253,-0.532,0.233
1877,2,3.268,2.155,0.185,0.669,-0.103,0.311,-0.4,0.254,-0.544,0.235
1877,3,-0.624,1.434,0.209,0.671,-0.116,0.316,-0.415,0.254,-0.547,0.234
1877,4,0.554,1.459,0.26,0.675,-0.124,0.314,-0.42,0.251,-0.549,0.234
1877,5,1.438,1.608,0.467,0.727,-0.096,0.315,-0.422,0.25,-0.542,0.233
1877,6,-0.827,1.882,0.793,0.747,-0.174,0.311,-0.425,0.249,-0.542,0.231
1877,7,0.639,1.641,1.006,0.736,-0.129,0.308,-0.435,0.247,-0.541,0.23
1877,8,0.505,1.572,1.045,0.706,-0.125,0.303,-0.435,0.246,-0.545,0.23
1877,9,0.74,1.534,1.453,0.736,-0.138,0.295,-0.432,0.243,-0.547,0.231
1877,10,-0.402,1.607,1.583,0.734,-0.144,0.292,-0.431,0.238,-0.553,0.23
1877,11,0.992,1.838,1.442,0.687,-0.128,0.288,-0.428,0.236,-0.562,0.229
1877,12,3.162,1.9,1.593,0.73,-0.111,0.29,-0.416,0.231,-0.564,0.228
1878,1,2.625,1.888,1.579,0.726,-0.103,0.293,-0.423,0.231,-0.565,0.229
1878,2,3.736,1.855,1.64,0.765,-0.12,0.292,-0.442,0.23,-0.558,0.229
1878,3,4.271,1.72,1.55,0.73,-0.122,0.292,-0.442,0.23,-0.566,0.229
1878,4,2.115,1.749,1.492,0.71,-0.108,0.292,-0.444,0.231,-0.572,0.229
1878,5,-0.253,1.672,1.631,0.709,-0.071,0.298,-0.446,0.229,-0.577,0.229
1878,6,0.99,1.716,1.528,0.698,-0.097,0.298,-0.443,0.227,-0.58,0.228
1878,7,0.46,1.749,1.356,0.678,-0.097,0.296,-0.448,0.228,-0.584,0.226
1878,8,1.24,1.711,0.773,0.688,-0.076,0.293,-0.45,0.227,-0.586,0.226
1878,9,-0.339,1.882,0.337,0.711,-0.013,0.292,-0.446,0.225,-0.577,0.224
1878,10,-1.09,1.743,0.163,0.7,-0.011,0.297,-0.444,0.224,-0.571,0.223
1878,11,2.656,1.734,0.184,0.692,0.005,0.298,-0.451,0.222,-0.568,0.22
1878,12,1.93,1.694,0.111,0.661,0.009,0.29,-0.466,0.221,-0.56,0.216
1879,1,0.554,1.761,0.039,0.658,0.022,0.29,-0.467,0.225,-0.553,0.211
1879,2,-3.261,1.903,-0.115,0.678,0.032,0.291,-0.491,0.226,-0.556,0.207
1879,3,-0.958,1.955,-0.092,0.665,0.025,0.294,-0.495,0.228,-0.537,0.204
1879,4,0.028,1.853,-0.014,0.67,0.006,0.293,-0.486,0.227,-0.525,0.204
1879,5,-0.001,1.565,-0.279,0.663,-0.006,0.294,-0.496,0.223,-0.526,0.203
1879,6,0.108,1.854,-0.812,0.646,0.016,0.302,-0.493,0.221,-0.525,0.201
1879,7,-0.405,1.635,-0.882,0.659,-0.002,0.315,-0.503,0.221,-0.525,0.201
1879,8,-0.606,1.712,-0.85,0.641,-0.071,0.331,-0.504,0.219,-0.521,0.201
1879,9,-0.056,1.627,-1.047,0.615,-0.107,0.332,-0.517,0.218,-0.526,0.2
1879,10,-0.159,1.707,-1.22,0.624,-0.14,0.331,-0.539,0.217,-0.525,0.2
1879,11,-0.527,1.672,-1.237,0.644,-0.173,0.338,-0.531,0.221,-0.522,0.2
1879,12,-4.457,1.805,-1.216,0.692,-0.158,0.329,-0.555,0.221,-0.532,0.202
1880,1,-0.292,2.094,-1.159,0.706,-0.183,0.332,-0.548,0.221,-0.543,0.201
1880,2,-2.875,1.696,-1.192,0.702,-0.183,0.33,-0.532,0.221,-0.554,0.2
1880,3,-3.326,2.031,-1.205,0.746,-0.182,0.327,-0.527,0.221,-0.554,0.2
1880,4,-2.039,1.557,-1.202,0.753,-0.178,0.319,-0.513,0.221,-0.565,0.2
1880,5,-0.212,1.774,-1.296,0.806,-0.211,0.323,-0.505,0.222,-0.574,0.2
1880,6,0.366,1.589,-1.138,0.837,-0.28,0.33,-0.499,0.223,-0.582,0.199
1880,7,0.275,1.662,-1.203,0.841,-0.357,0.335,-0.496,0.223,-0.585,0.198
1880,8,-1.005,1.568,-1.024,0.823,-0.463,0.342,-0.501,0.225,-0.588,0.197
1880,9,-0.204,1.629,-0.63,0.828,-0.546,0.344,-0.505,0.224,-0.593,0.196
1880,10,-0.124,1.678,-0.485,0.794,-0.603,0.365,-0.499,0.222,-0.589,0.194
1880,11,-1.658,1.765,-0.433,0.773,-0.606,0.357,-0.456,0.227,-0.592,0.195
1880,12,-2.562,2.056,-0.461,0.724,-0.615,0.358,-0.443,0.228,-0.597,0.194
1881,1,-1.067,2.069,-0.462,0.74,-0.639,0.359,-0.471,0.229,-0.583,0.195
1881,2,-0.734,1.854,-0.357,0.7,-0.67,0.369,-0.473,0.23,-0.601,0.194
1881,3,1.408,1.604,-0.335,0.691,-0.667,0.361,-0.464,0.229,-0.603,0.192
1881,4,-0.306,1.332,-0.506,0.682,-0.664,0.353,-0.457,0.233,-0.599,0.193
1881,5,0.417,1.467,-0.551,0.687,-0.754,0.358,-0.454,0.234,-0.606,0.193
1881,6,0.023,1.37,-0.293,0.665,-0.829,0.362,-0.445,0.232,-0.608,0.192
1881,7,0.262,1.4,-0.285,0.633,-0.868,0.356,-0.436,0.232,-0.611,0.191
1881,8,0.262,1.266,-0.3,0.648,-0.874,0.349,-0.435,0.232,-0.609,0.19
1881,9,0.055,1.243,-0.65,0.644,-0.89,0.339,-0.448,0.234,-0.605,0.189
1881,10,-2.171,1.323,-0.739,0.626,-0.897,0.352,-0.441,0.236,-0.609,0.188
1881,11,-2.197,1.683,-0.819,0.6,-0.901,0.353,-0.435,0.236,-0.606,0.189
1881,12,0.526,1.679,-0.817,0.623,-0.898,0.363,-0.445,0.237,-0.589,0.188
1882,1,-0.961,1.746,-0.908,0.617,-0.911,0.368,-0.48,0.243,-0.592,0.185
1882,2,-0.913,1.516,-0.889,0.623,-0.905,0.362,-0.548,0.248,-0.594,0.185
1882,3,-2.793,1.627,-0.83,0.595,-0.918,0.365,-0.563,0.247,-0.59,0.185
1882,4,-1.379,1.385,-0.661,0.55,-0.954,0.361,-0.58,0.249,-0.592,0.184
1882,5,-0.542,1.298,-0.561,0.517,-0.967,0.364,-0.589,0.251,-0.595,0.184
1882,6,0.044,1.322,-0.686,0.509,-0.936,0.36,-0.579,0.245,-0.596,0.184
1882,7,-0.832,1.382,-0.77,0.511,-0.968,0.352,-0.584,0.245,-0.599,0.184
1882,8,0.49,1.144,-0.914,0.498,-0.94,0.344,-0.595,0.243,-0.6,0.184
1882,9,0.766,1.107,-0.739,0.474,-0.915,0.335,-0.604,0.244,-0.6,0.184
1882,10,-0.136,1.435,-0.734,0.481,-0.882,0.33,-0.619,0.245,-0.595,0.183
1882,11,-0.998,1.351,-0.723,0.478,-0.881,0.322,-0.642,0.248,-0.601,0.184
1882,12,-0.978,1.334,-0.693,0.497,-0.887,0.32,-0.686,0.252,-0.588,0.181
1883,1,-1.967,1.271,-0.703,0.509,-0.888,0.323,-0.726,0.256,-0.587,0.182
1883,2,-2.638,1.226,-0.796,0.519,-0.883,0.319,-0.769,0.261,-0.595,0.179
1883,3,-0.702,1.208,-0.872,0.541,-0.888,0.318,-0.821,0.26,-0.597,0.177
